Himachali,30,Cinnamon Water (1 glass),Atta (Whole Wheat) Cheela (2) with Veggies,Handful of Almonds,Chana Dal (1 cup) + Whole Wheat Roti (2) + Lingri (Fern Shoots) Sabzi,Sprouted Moong Salad,Green Tea,Bajra Roti (2) + Palak Madra (Spinach in low-fat yogurt)
Jain,1,Warm Water with Methi (Fenugreek) Powder (1 glass),"Moong Dal Dhokla (3 pieces, steamed) with Mint Chutney",1 Guava,Whole Wheat Roti (2) + Chana Dal (1 cup) + Lauki (Gourd) Sabzi,Handful of Walnuts,Buttermilk (1 glass),Oats Vegetable Upma (using Jain-friendly vegetables)
Jain,2,Cinnamon Water (1 glass),Bajra Cheela (2) with grated Ginger and Green Chili,Handful of Almonds,Brown Rice (1 cup) + Toor (Arhar) Dal (1 cup) + Cabbage & Capsicum Sabzi,Roasted Chana (1 cup),Green Tea (1 cup),Masoor Dal (1 cup) with Jowar Roti (2)
Jain,3,Amla Juice (1 glass),"Oats Porridge (1 cup, unsweetened) with Seeds",Apple Slices,"Whole Wheat Roti (2) + Rajma (Kidney Beans) Curry (Tomato base, no onion/garlic) + Spinach (Palak) Sabzi",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),Vegetable Dalia Khichdi (1 cup)
Jain,4,Ginger Water (1 glass),Whole Wheat Vegetable Pulao (using permitted veggies),Mixed Berries (1 cup),Quinoa (1 cup) + Mix Dal (1 cup) + Gavar (Cluster Bean) Sabzi,Roasted Makhana (1 cup),Herbal Tea (1 cup),Besan Cheela (2) with Tofu/Paneer Bhurji
Jain,5,Warm Water with Lemon (1 glass),"Besan Khandvi (4 pieces, minimal oil)",1 Pear,Brown Rice (1 cup) + Moong Dal (1 cup) + Tindora (Ivy Gourd) Sabzi,Handful of Peanuts,Buttermilk (1 glass),Whole Wheat Roti (2) + Chawli (Black-eyed Peas) Curry
Jain,6,Methi (Fenugreek) Water (1 glass),Whole Wheat Thepla (2) with low-fat Curd,1 Guava,Jowar Roti (2) + Chana Masala (No onion/garlic) + Cauliflower & Green Bean Sabzi,Roasted Almonds,Green Tea (1 cup),"Handvo (2 pieces, steamed, made with millet/lentils)"
Jain,7,Cinnamon Water (1 glass),Rava/Whole Wheat Upma (using permitted veggies),Sprouted Chana Salad (1 cup),Whole Wheat Roti (2) + Masoor Dal (1 cup) + Baingan (Eggplant) Bharta (less oil),Handful of Walnuts,Buttermilk (1 glass),Brown Rice (1 cup) + Toor Dal (1 cup)
Jain,8,Warm Water with Methi (Fenugreek) Powder (1 glass),"Moong Dal Dhokla (3 pieces, steamed) with Mint Chutney",Apple Slices,Whole Wheat Roti (2) + Chana Dal (1 cup) + Lauki (Gourd) Sabzi,Roasted Chana (1 cup),Green Tea (1 cup),Oats Vegetable Upma (using Jain-friendly vegetables)
Jain,9,Amla Juice (1 glass),Bajra Cheela (2) with grated Ginger and Green Chili,Handful of Almonds,Brown Rice (1 cup) + Toor (Arhar) Dal (1 cup) + Cabbage & Capsicum Sabzi,Sprouted Moong Salad (1 cup),Buttermilk (1 glass),Masoor Dal (1 cup) with Jowar Roti (2)
Jain,10,Ginger Water (1 glass),"Oats Porridge (1 cup, unsweetened) with Seeds",1 Guava,Whole Wheat Roti (2) + Rajma (Kidney Beans) Curry + Spinach (Palak) Sabzi,Roasted Makhana (1 cup),Herbal Tea (1 cup),Vegetable Dalia Khichdi (1 cup)
Jain,11,Warm Water with Lemon (1 glass),Whole Wheat Vegetable Pulao (using permitted veggies),Mixed Berries (1 cup),Quinoa (1 cup) + Mix Dal (1 cup) + Gavar (Cluster Bean) Sabzi,Handful of Peanuts,Buttermilk (1 glass),Besan Cheela (2) with Tofu/Paneer Bhurji
Jain,12,Methi (Fenugreek) Water (1 glass),"Besan Khandvi (4 pieces, minimal oil)",1 Pear,Brown Rice (1 cup) + Moong Dal (1 cup) + Tindora (Ivy Gourd) Sabzi,Handful of Walnuts,Green Tea (1 cup),Whole Wheat Roti (2) + Chawli (Black-eyed Peas) Curry
Jain,13,Cinnamon Water (1 glass),Whole Wheat Thepla (2) with low-fat Curd,1 Guava,Jowar Roti (2) + Chana Masala (No onion/garlic) + Cauliflower & Green Bean Sabzi,Roasted Chana (1 cup),Buttermilk (1 glass),"Handvo (2 pieces, steamed, made with millet/lentils)"
Jain,14,Amla Juice (1 glass),Rava/Whole Wheat Upma (using permitted veggies),Apple Slices,Whole Wheat Roti (2) + Masoor Dal (1 cup) + Baingan (Eggplant) Bharta (less oil),Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Brown Rice (1 cup) + Toor Dal (1 cup)
Jain,15,Warm Water with Methi (Fenugreek) Powder (1 glass),"Moong Dal Dhokla (3 pieces, steamed) with Mint Chutney",Mixed Berries (1 cup),Whole Wheat Roti (2) + Chana Dal (1 cup) + Lauki (Gourd) Sabzi,Roasted Makhana (1 cup),Buttermilk (1 glass),Oats Vegetable Upma (using Jain-friendly vegetables)
Jain,16,Cinnamon Water (1 glass),Bajra Cheela (2) with grated Ginger and Green Chili,1 Guava,Brown Rice (1 cup) + Toor (Arhar) Dal (1 cup) + Cabbage & Capsicum Sabzi,Handful of Peanuts,Green Tea (1 cup),Masoor Dal (1 cup) with Jowar Roti (2)
Jain,17,Amla Juice (1 glass),"Oats Porridge (1 cup, unsweetened) with Seeds",1 Pear,Whole Wheat Roti (2) + Rajma (Kidney Beans) Curry + Spinach (Palak) Sabzi,Roasted Almonds,Buttermilk (1 glass),Vegetable Dalia Khichdi (1 cup)
Jain,18,Ginger Water (1 glass),Whole Wheat Vegetable Pulao (using permitted veggies),Handful of Walnuts,Quinoa (1 cup) + Mix Dal (1 cup) + Gavar (Cluster Bean) Sabzi,Roasted Chana (1 cup),Herbal Tea (1 cup),Besan Cheela (2) with Tofu/Paneer Bhurji
Jain,19,Warm Water with Lemon (1 glass),"Besan Khandvi (4 pieces, minimal oil)",Apple Slices,Brown Rice (1 cup) + Moong Dal (1 cup) + Tindora (Ivy Gourd) Sabzi,Sprouted Moong Salad (1 cup),Buttermilk (1 glass),Whole Wheat Roti (2) + Chawli (Black-eyed Peas) Curry
Jain,20,Methi (Fenugreek) Water (1 glass),Whole Wheat Thepla (2) with low-fat Curd,Mixed Berries (1 cup),Jowar Roti (2) + Chana Masala (No onion/garlic) + Cauliflower & Green Bean Sabzi,Roasted Makhana (1 cup),Green Tea (1 cup),"Handvo (2 pieces, steamed, made with millet/lentils)"
Jain,21,Cinnamon Water (1 glass),Rava/Whole Wheat Upma (using permitted veggies),1 Guava,Whole Wheat Roti (2) + Masoor Dal (1 cup) + Baingan (Eggplant) Bharta (less oil),Handful of Peanuts,Buttermilk (1 glass),Brown Rice (1 cup) + Toor Dal (1 cup)
Jain,22,Warm Water with Methi (Fenugreek) Powder (1 glass),"Moong Dal Dhokla (3 pieces, steamed) with Mint Chutney",1 Pear,Whole Wheat Roti (2) + Chana Dal (1 cup) + Lauki (Gourd) Sabzi,Roasted Almonds,Green Tea (1 cup),Oats Vegetable Upma (using Jain-friendly vegetables)
Jain,23,Amla Juice (1 glass),Bajra Cheela (2) with grated Ginger and Green Chili,Handful of Walnuts,Brown Rice (1 cup) + Toor (Arhar) Dal (1 cup) + Cabbage & Capsicum Sabzi,Roasted Chana (1 cup),Buttermilk (1 glass),Masoor Dal (1 cup) with Jowar Roti (2)
Jain,24,Ginger Water (1 glass),"Oats Porridge (1 cup, unsweetened) with Seeds",1 Guava,Whole Wheat Roti (2) + Rajma (Kidney Beans) Curry + Spinach (Palak) Sabzi,Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Vegetable Dalia Khichdi (1 cup)
Jain,25,Warm Water with Lemon (1 glass),Whole Wheat Vegetable Pulao (using permitted veggies),Apple Slices,Quinoa (1 cup) + Mix Dal (1 cup) + Gavar (Cluster Bean) Sabzi,Roasted Makhana (1 cup),Buttermilk (1 glass),Besan Cheela (2) with Tofu/Paneer Bhurji
Jain,26,Methi (Fenugreek) Water (1 glass),"Besan Khandvi (4 pieces, minimal oil)",Mixed Berries (1 cup),Brown Rice (1 cup) + Moong Dal (1 cup) + Tindora (Ivy Gourd) Sabzi,Handful of Peanuts,Green Tea (1 cup),Whole Wheat Roti (2) + Chawli (Black-eyed Peas) Curry
Jain,27,Cinnamon Water (1 glass),Whole Wheat Thepla (2) with low-fat Curd,1 Guava,Jowar Roti (2) + Chana Masala (No onion/garlic) + Cauliflower & Green Bean Sabzi,Roasted Almonds,Buttermilk (1 glass),"Handvo (2 pieces, steamed, made with millet/lentils)"
Jain,28,Amla Juice (1 glass),Rava/Whole Wheat Upma (using permitted veggies),1 Pear,Whole Wheat Roti (2) + Masoor Dal (1 cup) + Baingan (Eggplant) Bharta (less oil),Handful of Walnuts,Herbal Tea (1 cup),Brown Rice (1 cup) + Toor Dal (1 cup)
Jain,29,Ginger Water (1 glass),"Moong Dal Dhokla (3 pieces, steamed) with Mint Chutney",Apple Slices,Quinoa (1 cup) + Mix Dal (1 cup) + Lauki (Gourd) Sabzi,Sprouted Moong Salad (1 cup),Buttermilk (1 glass),Vegetable Dalia Khichdi (1 cup)
Jain,30,Warm Water with Lemon (1 glass),"Oats Porridge (1 cup, unsweetened) with Seeds",Mixed Berries (1 cup),Whole Wheat Roti (2) + Rajma (Kidney Beans) Curry + Cabbage & Capsicum Sabzi,Roasted Makhana (1 cup),Green Tea (1 cup),Besan Cheela (2) with Tofu/Paneer Bhurji
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Jharkhandi,1,Warm Water with Lemon (1 glass),"Mandua Roti (Ragi, 2) with Lauki (Gourd) Sabzi",1 Guava,Brown Rice (1 cup) + Arhar Dal (1 cup) + Chana Saag (Chickpea Greens),Handful of Walnuts,Buttermilk (Chaas),Whole Wheat Roti (2) + Kurthi (Horse Gram) Dal
Jharkhandi,2,Methi (Fenugreek) Water (1 glass),"Chilka Roti (Rice/Lentil crepe, 2) with Tomato Chutney",Apple Slices,Jowar Roti (2) + Sabut Moong Dal (Whole Lentil) + Kala Chana Sabzi (Black Chickpeas),Sprouted Moong Salad,Green Tea (1 cup),Steamed Dal Pitha (3 pieces) with Mixed Veg Curry
Jharkhandi,3,Cinnamon Water (1 glass),"Mandua (Ragi) Dhebra (2, low-oil) with Curd",Handful of Almonds,Red Rice (1 cup) + Masoor Dal (1 cup) + Palak Saag (Spinach),Roasted Chana (1 cup),Herbal Tea,Whole Wheat Roti (2) + Mushroom/Badi Sabzi (Soya Chunks)
Jharkhandi,4,Ginger Water (1 glass),Oats Porridge (1 cup) with Nuts,Mixed Berries (1 cup),"Whole Wheat Roti (2) + Rajma Curry (Tomato base, less oil) + Drumstick Sabzi",Roasted Makhana,Buttermilk (Chaas),Kodo Millet Khichdi with Vegetables
Jharkhandi,5,Amla Juice (1 glass),Besan Cheela (2) with Tofu/Paneer filling,1 Pear,Brown Rice (1 cup) + Chana Dal (1 cup) + Bhindi (Okra) Sabzi,Handful of Peanuts,Green Tea (1 cup),"Mandua Roti (2) + Aloo/Veg Dumplings Curry (without potato, using other tubers)"
Jharkhandi,6,Warm Water with Lemon (1 glass),"Mandua Roti (Ragi, 2) with Mix Veg Sabzi",1 Guava,Jowar Roti (2) + Kurthi (Horse Gram) Dal + Chana Saag,Sprouted Chana Salad,Herbal Tea,Chilka Roti (2) with Mixed Dal (1 cup)
Jharkhandi,7,Methi (Fenugreek) Water (1 glass),Steamed Dal Pitha (3 pieces) with Mint Chutney,Apple Slices,Red Rice (1 cup) + Arhar Dal (1 cup) + Kala Chana Sabzi,Handful of Walnuts,Buttermilk (Chaas),Whole Wheat Roti (2) + Palak Saag
Jharkhandi,8,Cinnamon Water (1 glass),"Mandua Roti (Ragi, 2) with Lauki (Gourd) Sabzi",Mixed Berries (1 cup),Brown Rice (1 cup) + Arhar Dal (1 cup) + Chana Saag (Chickpea Greens),Sprouted Moong Salad,Green Tea (1 cup),Whole Wheat Roti (2) + Kurthi (Horse Gram) Dal
Jharkhandi,9,Ginger Water (1 glass),"Chilka Roti (Rice/Lentil crepe, 2) with Tomato Chutney",1 Guava,Jowar Roti (2) + Sabut Moong Dal (Whole Lentil) + Kala Chana Sabzi (Black Chickpeas),Roasted Chana (1 cup),Herbal Tea,Steamed Dal Pitha (3 pieces) with Mixed Veg Curry
Jharkhandi,10,Amla Juice (1 glass),"Mandua (Ragi) Dhebra (2, low-oil) with Curd",Handful of Almonds,Red Rice (1 cup) + Masoor Dal (1 cup) + Palak Saag (Spinach),Roasted Makhana,Buttermilk (Chaas),Whole Wheat Roti (2) + Mushroom/Badi Sabzi (Soya Chunks)
Jharkhandi,11,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with Nuts,Apple Slices,"Whole Wheat Roti (2) + Rajma Curry (Tomato base, less oil) + Drumstick Sabzi",Handful of Peanuts,Green Tea (1 cup),Kodo Millet Khichdi with Vegetables
Jharkhandi,12,Methi (Fenugreek) Water (1 glass),Besan Cheela (2) with Tofu/Paneer filling,Mixed Berries (1 cup),Brown Rice (1 cup) + Chana Dal (1 cup) + Bhindi (Okra) Sabzi,Sprouted Chana Salad,Herbal Tea,"Mandua Roti (2) + Aloo/Veg Dumplings Curry (without potato, using other tubers)"
Jharkhandi,13,Cinnamon Water (1 glass),"Mandua Roti (Ragi, 2) with Mix Veg Sabzi",1 Pear,Jowar Roti (2) + Kurthi (Horse Gram) Dal + Chana Saag,Handful of Walnuts,Buttermilk (Chaas),Chilka Roti (2) with Mixed Dal (1 cup)
Jharkhandi,14,Ginger Water (1 glass),Steamed Dal Pitha (3 pieces) with Mint Chutney,1 Guava,Red Rice (1 cup) + Arhar Dal (1 cup) + Kala Chana Sabzi,Sprouted Moong Salad,Green Tea (1 cup),Whole Wheat Roti (2) + Palak Saag
Jharkhandi,15,Amla Juice (1 glass),"Mandua Roti (Ragi, 2) with Lauki (Gourd) Sabzi",Handful of Almonds,Brown Rice (1 cup) + Arhar Dal (1 cup) + Chana Saag (Chickpea Greens),Roasted Chana (1 cup),Herbal Tea,Whole Wheat Roti (2) + Kurthi (Horse Gram) Dal
Jharkhandi,16,Warm Water with Lemon (1 glass),"Chilka Roti (Rice/Lentil crepe, 2) with Tomato Chutney",Mixed Berries (1 cup),Jowar Roti (2) + Sabut Moong Dal (Whole Lentil) + Kala Chana Sabzi,Roasted Makhana,Buttermilk (Chaas),Steamed Dal Pitha (3 pieces) with Mixed Veg Curry
Jharkhandi,17,Methi (Fenugreek) Water (1 glass),"Mandua (Ragi) Dhebra (2, low-oil) with Curd",1 Guava,Red Rice (1 cup) + Masoor Dal (1 cup) + Palak Saag (Spinach),Handful of Peanuts,Green Tea (1 cup),Whole Wheat Roti (2) + Mushroom/Badi Sabzi (Soya Chunks)
Jharkhandi,18,Cinnamon Water (1 glass),Oats Porridge (1 cup) with Nuts,Apple Slices,"Whole Wheat Roti (2) + Rajma Curry (Tomato base, less oil) + Drumstick Sabzi",Sprouted Chana Salad,Herbal Tea,Kodo Millet Khichdi with Vegetables
Jharkhandi,19,Ginger Water (1 glass),Besan Cheela (2) with Tofu/Paneer filling,Handful of Walnuts,Brown Rice (1 cup) + Chana Dal (1 cup) + Bhindi (Okra) Sabzi,Roasted Chana (1 cup),Buttermilk (Chaas),"Mandua Roti (2) + Aloo/Veg Dumplings Curry (without potato, using other tubers)"
Jharkhandi,20,Amla Juice (1 glass),"Mandua Roti (Ragi, 2) with Mix Veg Sabzi",1 Pear,Jowar Roti (2) + Kurthi (Horse Gram) Dal + Chana Saag,Sprouted Moong Salad,Green Tea (1 cup),Chilka Roti (2) with Mixed Dal (1 cup)
Jharkhandi,21,Warm Water with Lemon (1 glass),Steamed Dal Pitha (3 pieces) with Mint Chutney,1 Guava,Red Rice (1 cup) + Arhar Dal (1 cup) + Kala Chana Sabzi,Handful of Almonds,Herbal Tea,Whole Wheat Roti (2) + Palak Saag
Jharkhandi,22,Methi (Fenugreek) Water (1 glass),"Mandua Roti (Ragi, 2) with Lauki (Gourd) Sabzi",Apple Slices,Brown Rice (1 cup) + Arhar Dal (1 cup) + Chana Saag (Chickpea Greens),Roasted Makhana,Buttermilk (Chaas),Whole Wheat Roti (2) + Kurthi (Horse Gram) Dal
Jharkhandi,23,Cinnamon Water (1 glass),"Chilka Roti (Rice/Lentil crepe, 2) with Tomato Chutney",Mixed Berries (1 cup),Jowar Roti (2) + Sabut Moong Dal (Whole Lentil) + Kala Chana Sabzi,Handful of Peanuts,Green Tea (1 cup),Steamed Dal Pitha (3 pieces) with Mixed Veg Curry
Jharkhandi,24,Ginger Water (1 glass),"Mandua (Ragi) Dhebra (2, low-oil) with Curd",1 Pear,Red Rice (1 cup) + Masoor Dal (1 cup) + Palak Saag (Spinach),Sprouted Chana Salad,Herbal Tea,Whole Wheat Roti (2) + Mushroom/Badi Sabzi (Soya Chunks)
Jharkhandi,25,Amla Juice (1 glass),Oats Porridge (1 cup) with Nuts,1 Guava,"Whole Wheat Roti (2) + Rajma Curry (Tomato base, less oil) + Drumstick Sabzi",Handful of Walnuts,Buttermilk (Chaas),Kodo Millet Khichdi with Vegetables
Jharkhandi,26,Warm Water with Lemon (1 glass),Besan Cheela (2) with Tofu/Paneer filling,Apple Slices,Brown Rice (1 cup) + Chana Dal (1 cup) + Bhindi (Okra) Sabzi,Roasted Chana (1 cup),Green Tea (1 cup),"Mandua Roti (2) + Aloo/Veg Dumplings Curry (without potato, using other tubers)"
Jharkhandi,27,Methi (Fenugreek) Water (1 glass),"Mandua Roti (Ragi, 2) with Mix Veg Sabzi",Mixed Berries (1 cup),Jowar Roti (2) + Kurthi (Horse Gram) Dal + Chana Saag,Sprouted Moong Salad,Herbal Tea,Chilka Roti (2) with Mixed Dal (1 cup)
Jharkhandi,28,Cinnamon Water (1 glass),Steamed Dal Pitha (3 pieces) with Mint Chutney,1 Pear,Red Rice (1 cup) + Arhar Dal (1 cup) + Kala Chana Sabzi,Roasted Makhana,Buttermilk (Chaas),Whole Wheat Roti (2) + Palak Saag
Jharkhandi,29,Ginger Water (1 glass),"Mandua Roti (Ragi, 2) with Lauki (Gourd) Sabzi",1 Guava,Brown Rice (1 cup) + Sabut Moong Dal (Whole Lentil) + Chana Saag,Handful of Peanuts,Green Tea (1 cup),Whole Wheat Roti (2) + Kurthi (Horse Gram) Dal
Jharkhandi,30,Amla Juice (1 glass),"Chilka Roti (Rice/Lentil crepe, 2) with Tomato Chutney",Apple Slices,Jowar Roti (2) + Arhar Dal (1 cup) + Mushroom/Badi Sabzi,Sprouted Chana Salad,Herbal Tea,Steamed Dal Pitha (3 pieces) with Mixed Veg Curry
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Karnataka,1,Cinnamon Water (1 glass),"Ragi Dosa (2, made with Ragi/Whole Wheat) with Sambhar",1 Guava,Brown Rice (1 cup) + Sabsige Soppu (Dill Leaves) Sāru (Rasā) + Bende Kāyi Palya (Okra Stir Fry),Handful of Walnuts,Buttermilk (1 glass),Ragi Mudde (1 small) + Saaru/Huli (Veg Curry)
Karnataka,2,Methi (Fenugreek) Water (1 glass),Jowar Rotti (2) with Yellu Chutney Pudi (Sesame seed powder),Apple Slices,Whole Wheat Chapati (2) + Avarekālu Huli (Field Beans Curry) + Cucumber Salad,Sprouted Moong Salad,Green Tea (1 cup),Godhi (Wheat) Uppittu (Upma) with vegetables
Karnataka,3,Amla Juice (1 glass),Oats Idli (2) with Mixed Vegetable Sambhar,Handful of Almonds,"Red Rice (1 cup) + Mugukāyi Sāru (Whole Moong Dal Rasā) + Gojjavālakki (Tamarind Poha, dry, less oil)",Roasted Chana (1 cup),Buttermilk (1 glass),Jowar Rotti (2) + Mixed Veg Palya (Dry Curry)
Karnataka,4,Ginger Water (1 glass),Ragi Porridge (Unsweetened) with Nuts,Mixed Berries (1 cup),Quinoa (1 cup) + Menthe Soppu (Fenugreek Leaves) Huli + Bhindi (Okra) Gojju (Curry),Roasted Makhana (1 cup),Herbal Tea,Bisi Bele Bhath (Brown Rice/Quinoa based)
Karnataka,5,Warm Water with Lemon (1 glass),"Kadubu (Steamed whole grain dumplings, 2) with Chutney",1 Pear,Brown Rice (1 cup) + Majjige Huli (Buttermilk Curry) + Lauki Palya (Gourd Stir Fry),Handful of Peanuts,Green Tea (1 cup),Ragi Dosa (2) with Mosaru (Curd) Vade (steamed/baked Vada in Curd)
Karnataka,6,Cinnamon Water (1 glass),"Rava Idli (2, whole wheat) with Vegetable Sambhar",1 Guava,Whole Wheat Chapati (2) + Hurali (Horse Gram) Saaru + Cabbage Palya,Sprouted Chana Salad,Buttermilk (1 glass),Ragi Mudde (1 small) + Chicken/Fish Sāru (Lean protein curry)
Karnataka,7,Methi (Fenugreek) Water (1 glass),Jowar Rotti (2) with Tomato Chutney,Apple Slices,Red Rice (1 cup) + Toor Dal (1 cup) + Avarekālu Palya (Field Beans Stir Fry),Handful of Walnuts,Herbal Tea,Godhi (Wheat) Uppittu (Upma) with Curd
Karnataka,8,Cinnamon Water (1 glass),"Ragi Dosa (2, made with Ragi/Whole Wheat) with Sambhar",Mixed Berries (1 cup),Brown Rice (1 cup) + Sabsige Soppu (Dill Leaves) Sāru (Rasā) + Bende Kāyi Palya (Okra Stir Fry),Roasted Chana (1 cup),Buttermilk (1 glass),Ragi Mudde (1 small) + Saaru/Huli (Veg Curry)
Karnataka,9,Amla Juice (1 glass),Jowar Rotti (2) with Yellu Chutney Pudi (Sesame seed powder),1 Guava,Whole Wheat Chapati (2) + Avarekālu Huli (Field Beans Curry) + Cucumber Salad,Sprouted Moong Salad,Green Tea (1 cup),Godhi (Wheat) Uppittu (Upma) with vegetables
Karnataka,10,Ginger Water (1 glass),Oats Idli (2) with Mixed Vegetable Sambhar,Handful of Almonds,"Red Rice (1 cup) + Mugukāyi Sāru (Whole Moong Dal Rasā) + Gojjavālakki (Tamarind Poha, dry, less oil)",Roasted Makhana (1 cup),Buttermilk (1 glass),Jowar Rotti (2) + Mixed Veg Palya (Dry Curry)
Karnataka,11,Warm Water with Lemon (1 glass),Ragi Porridge (Unsweetened) with Nuts,Apple Slices,Quinoa (1 cup) + Menthe Soppu (Fenugreek Leaves) Huli + Bhindi (Okra) Gojju (Curry),Handful of Peanuts,Herbal Tea,Bisi Bele Bhath (Brown Rice/Quinoa based)
Karnataka,12,Methi (Fenugreek) Water (1 glass),"Kadubu (Steamed whole grain dumplings, 2) with Chutney",Mixed Berries (1 cup),Brown Rice (1 cup) + Majjige Huli (Buttermilk Curry) + Lauki Palya (Gourd Stir Fry),Sprouted Chana Salad,Green Tea (1 cup),Ragi Dosa (2) with Mosaru (Curd) Vade (steamed/baked Vada in Curd)
Karnataka,13,Amla Juice (1 glass),"Rava Idli (2, whole wheat) with Vegetable Sambhar",1 Pear,Whole Wheat Chapati (2) + Hurali (Horse Gram) Saaru + Cabbage Palya,Handful of Walnuts,Buttermilk (1 glass),Ragi Mudde (1 small) + Chicken/Fish Sāru (Lean protein curry)
Karnataka,14,Ginger Water (1 glass),Jowar Rotti (2) with Tomato Chutney,1 Guava,Red Rice (1 cup) + Toor Dal (1 cup) + Avarekālu Palya (Field Beans Stir Fry),Sprouted Moong Salad,Herbal Tea,Godhi (Wheat) Uppittu (Upma) with Curd
Karnataka,15,Cinnamon Water (1 glass),"Ragi Dosa (2, made with Ragi/Whole Wheat) with Sambhar",Apple Slices,Brown Rice (1 cup) + Sabsige Soppu (Dill Leaves) Sāru (Rasā) + Bende Kāyi Palya (Okra Stir Fry),Roasted Chana (1 cup),Buttermilk (1 glass),Ragi Mudde (1 small) + Saaru/Huli (Veg Curry)
Karnataka,16,Methi (Fenugreek) Water (1 glass),Jowar Rotti (2) with Yellu Chutney Pudi (Sesame seed powder),Mixed Berries (1 cup),Whole Wheat Chapati (2) + Avarekālu Huli (Field Beans Curry) + Cucumber Salad,Roasted Makhana (1 cup),Green Tea (1 cup),Godhi (Wheat) Uppittu (Upma) with vegetables
Karnataka,17,Amla Juice (1 glass),Oats Idli (2) with Mixed Vegetable Sambhar,1 Guava,"Red Rice (1 cup) + Mugukāyi Sāru (Whole Moong Dal Rasā) + Gojjavālakki (Tamarind Poha, dry, less oil)",Handful of Peanuts,Buttermilk (1 glass),Jowar Rotti (2) + Mixed Veg Palya (Dry Curry)
Karnataka,18,Ginger Water (1 glass),Ragi Porridge (Unsweetened) with Nuts,1 Pear,Quinoa (1 cup) + Menthe Soppu (Fenugreek Leaves) Huli + Bhindi (Okra) Gojju (Curry),Sprouted Chana Salad,Herbal Tea,Bisi Bele Bhath (Brown Rice/Quinoa based)
Karnataka,19,Warm Water with Lemon (1 glass),"Kadubu (Steamed whole grain dumplings, 2) with Chutney",Handful of Walnuts,Brown Rice (1 cup) + Majjige Huli (Buttermilk Curry) + Lauki Palya (Gourd Stir Fry),Roasted Chana (1 cup),Green Tea (1 cup),Ragi Dosa (2) with Mosaru (Curd) Vade (steamed/baked Vada in Curd)
Karnataka,20,Cinnamon Water (1 glass),"Rava Idli (2, whole wheat) with Vegetable Sambhar",Apple Slices,Whole Wheat Chapati (2) + Hurali (Horse Gram) Saaru + Cabbage Palya,Sprouted Moong Salad,Buttermilk (1 glass),Ragi Mudde (1 small) + Chicken/Fish Sāru (Lean protein curry)
Karnataka,21,Methi (Fenugreek) Water (1 glass),Jowar Rotti (2) with Tomato Chutney,Mixed Berries (1 cup),Red Rice (1 cup) + Toor Dal (1 cup) + Avarekālu Palya (Field Beans Stir Fry),Roasted Makhana (1 cup),Herbal Tea,Godhi (Wheat) Uppittu (Upma) with Curd
